Column1,place_name,id_review,caption,relative_date,emotion,subject,rating,username,url_user,url_source
68447,葉家小卷米粉,ChdDSUhNMG9nS0VJQ0FnSUNval9MOTFRRRAB,可是湯頭的味道甜得很誇張，讓人感覺不太自然，喝一口就不想再喝了，有點反胃，還加了很重的胡椒，完全蓋過小卷本身的味道。,2 年前,負面,食物,1,23 1,https://www.google.com/maps/contrib/100488338800733121189/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=9590103266872809101
40770,楊哥楊嫂肉粽店,ChdDSUhNMG9nS0VJQ0FnSUNNeVl1UWhBRRAB,飯太軟了怎麼吃 一個65也太貴 可以好好煮嗎,2 年前,負面,食物,1,304-15 徐薇筑,https://www.google.com/maps/contrib/107955345489552180497/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=5472471710175871429
5093,上海好味道小籠湯包,ChZDSUhNMG9nS0VJQ0FnSUQ4dGZmdkh3EAE,之前很常去吃，今天再度光顧小朋友説味道變了⋯⋯,1 年前,負面,食物,3,37黃國峻,https://www.google.com/maps/contrib/115381383622478938467/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=14677416712723879598
85322,阿憨鹹粥,ChZDSUhNMG9nS0VJQ0FnSUNjejl2d1NnEAE,滿滿的都是魚鱗 讓人無法安心吃一碗湯,1 年前,負面,食物,1,3acomea,https://www.google.com/maps/contrib/106767811301296411929/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=18403622981394011257
35284,康樂街牛肉湯,ChZDSUhNMG9nS0VJQ0FnSUMwMDgzNFFREAE,比起傳統牛肉湯還是差了不少,2 年前,負面,食物,3,4xun chou,https://www.google.com/maps/contrib/113007211629617658297/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=10042803244159790580
5206,上海好味道小籠湯包,ChZDSUhNMG9nS0VJQ0FnSUR5MXZqTWZnEAE,紅油炒手不行，是甜的，很可怕。,9 個月前,負面,食物,2,501少傑,https://www.google.com/maps/contrib/114955110613761356935/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=14677416712723879598
83522,阿地牛排館A-Di Steakhouse,ChdDSUhNMG9nS0VJQ0FnSUNjbDZqYTZRRRAB,去吃了兩次都是點6.7百的牛，肉味怪怪的，沙拉麵包普通，肉退冰沒退好 還吃的到冰冰的,1 年前,負面,食物,2,54 088,https://www.google.com/maps/contrib/101194826752229968536/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=18237307412558804924
72406,赤崁棺材板,ChdDSUhNMG9nS0VJQ0FnSUNLdHYtWGd3RRAB,炒鱔魚有一個詭異的酸味。,8 個月前,負面,食物,1,67其實,https://www.google.com/maps/contrib/115925443028283980554/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1322526713838872754
72405,赤崁棺材板,ChdDSUhNMG9nS0VJQ0FnSUNLdHYtWGd3RRAB,份量很少，很貴 棺材板內的醬汁跟夜市豬排附贈的玉米濃湯一模一樣，還賣70... 麻油豬腰粉粉的，不新鮮。,8 個月前,負面,食物,1,67其實,https://www.google.com/maps/contrib/115925443028283980554/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1322526713838872754
7127,上海華都小吃,ChdDSUhNMG9nS0VJQ0FnSUNjMl8yZDN3RRAB,厲害的炒飯，味道重到以為自己吃的是油耗炒飯。,1 年前,負面,食物,1,A Pan (阿潘),https://www.google.com/maps/contrib/100120936315474139759/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=9456196147209512510
46170,永樂燒肉飯,ChZDSUhNMG9nS0VJQ0FnSUN3dlB5YlNnEAE,兩次買雞腿給燒肉，回家打開很嘔,3 年前,負面,食物,1,aalb liu,https://www.google.com/maps/contrib/115727113599660917730/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
11560,保哥黑輪,ChZDSUhNMG9nS0VJQ0FnSURBbGNmcFpREAE,是有拿黑輪條充當肉條的嫌疑,3 年前,負面,食物,3,Aaron,https://www.google.com/maps/contrib/103461035438299889326/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=3365612770392452255
21764,台南武廟肉圓,ChZDSUhNMG9nS0VJQ0FnSURjdklYdGRnEAE,沒吃過這麼難吃的肉圓，肉餡超普通，皮又薄又爛又破，醬只會加甜味進去單薄沒層次，不知道這些人在推什麼，還要一次吞三顆，雷爆了,1 年前,負面,食物,1,aaron yang,https://www.google.com/maps/contrib/106370341016912153563/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=11038298782733184496
29011,小公園擔仔麵,ChZDSUhNMG9nS0VJQ0FnSURJeWZuOFN3EAE,可是蒜味有些重吃完有點口渴~,2 年前,負面,食物,4,Abbie,https://www.google.com/maps/contrib/109830764048790271916/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12914543519968009999
76711,邱家小卷米粉,ChdDSUhNMG9nS0VJQ0FnSUNTNl9YQWdnRRAB,吃完後，納悶怎麼可以一堆人排隊，這麼難吃的東西，說新鮮也不怎麼新鮮都是腥味，吃一口馬上吐掉，湯頭超級甜，米粉不入味，那個味道我真的是⋯⋯無法理解,1 年前,負面,食物,1,Abby Chang,https://www.google.com/maps/contrib/100750373767679724720/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=10680033776338744119
52304,湯婆婆拉麵,ChdDSUhNMG9nS0VJQ0FnSUNNMjdiUDF3RRAB,稱不上拉麵。,2 年前,負面,食物,1,abby chen,https://www.google.com/maps/contrib/103648993202611255701/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17292149531971948346
52303,湯婆婆拉麵,ChdDSUhNMG9nS0VJQ0FnSUNNMjdiUDF3RRAB,拉麵不好吃。,2 年前,負面,食物,1,abby chen,https://www.google.com/maps/contrib/103648993202611255701/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17292149531971948346
54704,石精臼蚵仔煎,ChZDSUhNMG9nS0VJQ0FnSURnOHZiRlZBEAE,老爹沒賣了 整個難吃,4 年前,負面,食物,1,Acorpse Lee,https://www.google.com/maps/contrib/108558328465554095594/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=14621166659351077076
57848,福記肉圓總店,ChZDSUhNMG9nS0VJQ0FnSUNvOW9INFVnEAE,似乎蒸太久、皮吃起來爛爛的。,2 年前,負面,食物,2,AD01Chen,https://www.google.com/maps/contrib/100056242630388261104/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2921609069227325458
57849,福記肉圓總店,ChZDSUhNMG9nS0VJQ0FnSUNvOW9INFVnEAE,大骨湯喝起來甜甜鹹鹹的。,2 年前,負面,食物,2,AD01Chen,https://www.google.com/maps/contrib/100056242630388261104/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=2921609069227325458
19523,千香麥香雞專賣店（東安後甲店）,ChZDSUhNMG9nS0VJQ0FnSUNjN1lIaWF3EAE,是偏油,1 年前,負面,食物,3,AD01Chen,https://www.google.com/maps/contrib/100056242630388261104/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=659452458826695156
93481,雙全紅茶,ChZDSUhNMG9nS0VJQ0FnSURNdUxHbk5REAE,"很普通不推薦,微糖喝到後來有點苦,不是以前的味道",2 年前,負面,食物,2,Ada Liu,https://www.google.com/maps/contrib/106009012999936529760/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12559714995992790193
46623,永樂燒肉飯,ChZDSUhNMG9nS0VJQ0FnSUNRNTk2RlNnEAE,相較之下，旗魚就來得乾硬，並不推薦。,4 年前,負面,食物,4,Adam Kao,https://www.google.com/maps/contrib/105761954352711782546/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
82458,阿卿杏仁茶,ChdDSUhNMG9nS0VJQ0FnSURBN3RQQjlRRRAB,喝起來杏仁味不夠，有點稀，應該有加其他澱粉類的東西增加濃稠度,3 年前,負面,食物,3,Adrian,https://www.google.com/maps/contrib/109627414175611750140/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1984915811519197151
8976,下大道蘭米糕,ChdDSUhNMG9nS0VJQ0FnSUMwcDVtVXdRRRAB,魚皮湯是吃到幾家唯一有魚鱗的><上菜的時候湯整個灑出來差點滴到衣服。,2 年前,負面,食物,2,Ag,https://www.google.com/maps/contrib/110082859389948675447/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=3085742664717935776
8478,下大道蘭米糕,ChdDSUhNMG9nS0VJQ0FnSUMwcDVtVXdRRRAB,友人覺得四神湯料不是很實在。,2 年前,負面,食物,2,Ag,https://www.google.com/maps/contrib/110082859389948675447/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=3085742664717935776
46551,永樂燒肉飯,ChdDSUhNMG9nS0VJQ0FnSUNzNmQzaXF3RRAB,燒肉偏甜一點，我覺得沒有比0周燒肉飯好吃。,1 年前,負面,食物,3,AILY5616,https://www.google.com/maps/contrib/117258766540693222152/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
46552,永樂燒肉飯,ChdDSUhNMG9nS0VJQ0FnSUNzNmQzaXF3RRAB,不推薦爌肉飯，感覺沒有燉煮很久，肉沒有入味也還很硬，不知道是不是昨晚生意太好所以補貨不及。,1 年前,負面,食物,3,AILY5616,https://www.google.com/maps/contrib/117258766540693222152/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
26559,大同包子店,ChdDSUhNMG9nS0VJQ0FnSUNrdE5UZXBRRRAB,我也覺得包子皮有點乾，還是我沒買到剛出爐？,2 年前,負面,食物,3,airport1012,https://www.google.com/maps/contrib/101841633794564550214/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=13443748248752428575
26560,大同包子店,ChdDSUhNMG9nS0VJQ0FnSUNrdE5UZXBRRRAB,內陷好吃，冬粉肉包很特別好吃,2 年前,負面,食物,3,airport1012,https://www.google.com/maps/contrib/101841633794564550214/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=13443748248752428575
68810,葉家小卷米粉,ChZDSUhNMG9nS0VJQ0FnSUNVc19DT0l3EAE,新鮮的食材就是好吃！,2 年前,負面,食物,4,Air唐金輝,https://www.google.com/maps/contrib/106357707813877343482/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=9590103266872809101
7685,上海華都小吃,ChZDSUhNMG9nS0VJQ0FnSURpb092eVhBEAE,酸辣湯太鹹根本豆瓣醬湯 小籠包還算好吃 魚香肉絲太鹹肉絲切太細沒口感 炒豆芽還不錯,1 年前,負面,食物,1,Albert Lñ (Albert Lin),https://www.google.com/maps/contrib/113361429700995615592/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=9456196147209512510
39644,松仔腳燒烤海產,ChZDSUhNMG9nS0VJQ0FnSURBM1kzUFF3EAE,等非常久，又難吃，烤肉串很柴，壽司又貴又不好吃。,4 年前,負面,食物,1,Alen Chen,https://www.google.com/maps/contrib/108518921640039165248/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1079582180413353932
9203,主恩之家刀削麵,ChdDSUhNMG9nS0VJQ0FnSUNjX2EtM21RRRAB,不Q味道也很奇怪~,1 年前,負面,食物,1,alice cheng,https://www.google.com/maps/contrib/109290735302510702359/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=9505307701654223722
9202,主恩之家刀削麵,ChdDSUhNMG9nS0VJQ0FnSUNjX2EtM21RRRAB,刀削乾麵超難吃的~,1 年前,負面,食物,1,alice cheng,https://www.google.com/maps/contrib/109290735302510702359/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=9505307701654223722
12948,修安扁擔豆花 Xiu'an Douhua,ChZDSUhNMG9nS0VJQ0FnSUN3dE42eUNREAE,不好吃 而且綜合豆花不能任選配料 不人性化 超級不推薦,5 年前,負面,食物,1,Alice Wu,https://www.google.com/maps/contrib/103824827362030688236/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=14370769965288900932
14071,修安扁擔豆花 Xiu'an Douhua,ChdDSUhNMG9nS0VJQ0FnSUR5aUlHODhnRRAB,覺得吃多會膩，招牌粉粿布丁豆花很飽，不難吃也不好吃，沒有精緻感，吃完有種我到底吃了什麼的感覺。,10 個月前,負面,食物,3,Alice Yin,https://www.google.com/maps/contrib/105841955537869866747/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=14370769965288900932
96168,饗食天堂 台南店,ChZDSUhNMG9nS0VJQ0FnSUNpaEtHa1B3EAE,真的不要被下面的留言給騙了，食材根本不新鮮，肉都煮的很硬又乾 然後甜點真的超級難吃，感覺就是夜市的蛋糕，這在台南吃到飽排行倒數的。,1 年前,負面,食物,1,Allen Chang,https://www.google.com/maps/contrib/103836532491802640838/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17078358752954324711
79450,金得春捲,ChdDSUhNMG9nS0VJQ0FnSUMwLTdxdW53RRAB,菜是冷的，菜味很重不好吃，整支味道都偏甜，各個配料味道也不統一，從沒吃過這麼難吃的春捲。,2 年前,負面,食物,1,Allen Lai,https://www.google.com/maps/contrib/111918288587820857270/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1357540348893996520
12619,保安路米糕,ChZDSUhNMG9nS0VJQ0FnSUNHM0lpc1JREAE,外帶回到家可能浸肉汁太久了，油條又軟又鹹。,2 個月前,負面,食物,5,Allen Liu (Formosan),https://www.google.com/maps/contrib/100801037952387278547/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=17639707612973388449
81464,鎮傳四神湯,ChdDSUhNMG9nS0VJQ0FnSUNncWV5WnZRRRAB,碗稞很普通 ; 四神湯腸子很軟，吃不習慣,4 年前,負面,食物,2,allenc walker,https://www.google.com/maps/contrib/110179552663571999082/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1264838447157979212
39272,杜蝦仁肉丸,ChdDSUhNMG9nS0VJQ0FnSUNNNGNMY3p3RRAB,佐料的蒜頭很稀，四神湯味道也偏淡。,2 年前,負面,食物,2,allenc walker,https://www.google.com/maps/contrib/110179552663571999082/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=16620884247839663270
24990,圓環牛肉湯,ChdDSUhNMG9nS0VJQ0FnSUNncWF6eXNBRRAB,肉沒有很出色、量少，湯很古早味，偏清淡,4 年前,負面,食物,2,allenc walker,https://www.google.com/maps/contrib/110179552663571999082/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=827307068707262989
39271,杜蝦仁肉丸,ChdDSUhNMG9nS0VJQ0FnSUNNNGNMY3p3RRAB,內餡的肉燥質地扣分，皮太厚搶了蝦仁主題。,2 年前,負面,食物,2,allenc walker,https://www.google.com/maps/contrib/110179552663571999082/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=16620884247839663270
13620,修安扁擔豆花 Xiu'an Douhua,ChdDSUhNMG9nS0VJQ0FnSUNRMVpTMDFRRRAB,有店面之後就變得很難吃 說真的沒有到很好吃，而且料又少！,4 年前,負面,食物,2,alvin_togo Wang,https://www.google.com/maps/contrib/115317880023741184166/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=14370769965288900932
72626,赤崁棺材板,ChdDSUhNMG9nS0VJQ0FnSURJdXNHVndRRRAB,鱔魚炒麵，麵條是溫的，鱔魚老...不超過5片，還不是現炒的，卻要價130元一盤，真的是很誇張，府城之恥!,3 年前,負面,食物,1,am s,https://www.google.com/maps/contrib/112448080000055240457/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1322526713838872754
71932,赤崁棺材板,ChdDSUhNMG9nS0VJQ0FnSURTOThIYTV3RRAB,真心難吃，勾芡太嚴重，討厭三色豆,11 個月前,負面,食物,1,Amanda Chen,https://www.google.com/maps/contrib/102956723574825700228/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1322526713838872754
87918,阿松割包,ChZDSUhNMG9nS0VJQ0FnSUNVMGRLbk13EAE,吃起來割包外皮不夠熱吃起來偏硬，肉味偏重，覺得不好吃,2 年前,負面,食物,1,AMELIA LIN,https://www.google.com/maps/contrib/106046938012216040708/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=16224467504112149689
93665,雙全紅茶,ChZDSUhNMG9nS0VJQ0FnSUNnODlIcWJnEAE,名氣老店 古早味紅茶喝起來有點苦澀,3 年前,負面,食物,1,an E,https://www.google.com/maps/contrib/108459500695740574292/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12559714995992790193
4949,上海好味道小籠湯包,ChdDSUhNMG9nS0VJQ0FnSUR5MjZTdG53RRAB,貴又難吃，感覺很差,9 個月前,負面,食物,1,AN SH,https://www.google.com/maps/contrib/109249428055289557515/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=14677416712723879598
46779,永樂燒肉飯,ChZDSUhNMG9nS0VJQ0FnSURVbTQ3SUV3EAE,騙觀光客的店！,2 年前,負面,食物,1,Anastasia,https://www.google.com/maps/contrib/114330308368968443618/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
23787,呷霸浮水魚羹,ChZDSUhNMG9nS0VJQ0FnSURpekxtQk1BEAE,難吃 態度差  魚羹非常難吃，沒什麼味道 一點完餐，一直催付錢 看到別桌的蝦卷炸的非常黑份量又少， 只覺得還好沒點,1 年前,負面,食物,1,Anastasia,https://www.google.com/maps/contrib/114330308368968443618/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1536236301534064801
46778,永樂燒肉飯,ChZDSUhNMG9nS0VJQ0FnSURVbTQ3SUV3EAE,燒肉肉質乾柴！,2 年前,負面,食物,1,Anastasia,https://www.google.com/maps/contrib/114330308368968443618/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=12870522972202398919
68897,葉家小卷米粉,ChRDSUhNMG9nS0VJQ0FnSUNDNlBaNRAB,我想問說是沒吃過小卷？  只要夠青，隨便料理都有這種風味！,1 年前,負面,食物,1,Andy,https://www.google.com/maps/contrib/113012951737722808319/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=9590103266872809101
72140,赤崁棺材板,ChZDSUhNMG9nS0VJQ0FnSURpb0pLdE13EAE,鱔魚意麵不優,1 年前,負面,食物,1,Andy Liu,https://www.google.com/maps/contrib/101162869609588390149/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1322526713838872754
6880,上海華都小吃,ChZDSUhNMG9nS0VJQ0FnSUNReHF6M1d3EAE,蝦仁炒飯可以別賣了嗎？根本地雷,3 年前,負面,食物,1,andy shau,https://www.google.com/maps/contrib/107184425863851218258/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=9456196147209512510
13006,修安扁擔豆花 Xiu'an Douhua,ChZDSUhNMG9nS0VJQ0FnSUNBOWJPVkRnEAE,非常難吃，豆花沒豆味，料也很還好，只能賣給觀光客，完全不推薦👎🏽👎🏽👎🏽💩💩💩,3 年前,負面,食物,1,Angel Chen,https://www.google.com/maps/contrib/115360697653709790803/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=14370769965288900932
86093,阿憨鹹粥,ChdDSUhNMG9nS0VJQ0FnSUNzcHYzT3NBRRAB,2.點了虱目魚皮湯、鹹粥油條、燙青菜，最令人滿意的竟然是燙青菜，其他的湯淡如水，也沒有虱目魚的鮮甜味，身為專賣虱目魚的店家，非常令人失望，下次會考慮別間！,1 年前,負面,食物,1,ANITA HSING,https://www.google.com/maps/contrib/100770830956491650365/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=18403622981394011257
23849,呷霸浮水魚羹,ChZDSUhNMG9nS0VJQ0FnSURrdjVxVE93EAE,米粉炒沒什麼味道，非常失望，昂貴的浮水魚羹更是充滿腥味，絕對不推薦點上一碗受氣。,2 年前,負面,食物,1,anna huang,https://www.google.com/maps/contrib/102595658566855828594/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1536236301534064801
49657,沙淘宮菜粽,ChdDSUhNMG9nS0VJQ0FnSUNZbk1YSm5BRRAB,還是想反應吃完的感想，菜粽太小，沒有花生粉(對菜粽的概念就是要有花生粉才對味)，而且連其他醬料也沒有(蒜泥、辣椒)，一顆$35，有點小貴，醬料呢⋯我個人是認為吃了舌頭有點麻麻的(不知道為什麼，,2 年前,負面,食物,1,Annie Chen,https://www.google.com/maps/contrib/111116306728524279391/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=158385776140190434
6901,上海華都小吃,ChdDSUhNMG9nS0VJQ0FnSURBOVA3SzZnRRAB,過鹹味精加很多  跟本難吃,4 年前,負面,食物,1,aoka F,https://www.google.com/maps/contrib/110844048624575161426/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=9456196147209512510
22422,台南武廟肉圓,ChdDSUhNMG9nS0VJQ0FnSURNN01DYnN3RRAB,皮薄肉硬！,2 年前,負面,食物,4,Ape Matsa,https://www.google.com/maps/contrib/103972916966281807486/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=11038298782733184496
72061,赤崁棺材板,ChdDSUhNMG9nS0VJQ0FnSURnLXJmcjJRRRAB,料有點少又過甜，沒有想像中好吃,3 年前,負面,食物,3,Apeach,https://www.google.com/maps/contrib/113901859795787653926/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1322526713838872754
73437,赤崁棺材板,ChdDSUhNMG9nS0VJQ0FnSUNpbXNtMG9BRRAB,實在不怎麼樣  吐司炸得酥脆，,1 年前,負面,食物,1,April Ho,https://www.google.com/maps/contrib/117327925997976573015/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1322526713838872754
73440,赤崁棺材板,ChdDSUhNMG9nS0VJQ0FnSUNpbXNtMG9BRRAB,柴到不行啊！,1 年前,負面,食物,1,April Ho,https://www.google.com/maps/contrib/117327925997976573015/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1322526713838872754
73438,赤崁棺材板,ChdDSUhNMG9nS0VJQ0FnSUNpbXNtMG9BRRAB,是非常油， 而且油耗味極重！,1 年前,負面,食物,1,April Ho,https://www.google.com/maps/contrib/117327925997976573015/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1322526713838872754
72865,赤崁棺材板,ChdDSUhNMG9nS0VJQ0FnSUNpbXNtMG9BRRAB,白醬部分過度調味， 太鹹又太甜， 而且居然有廉價的三色豆！,1 年前,負面,食物,1,April Ho,https://www.google.com/maps/contrib/117327925997976573015/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1322526713838872754
72355,赤崁棺材板,ChdDSUhNMG9nS0VJQ0FnSUNpbXNtMG9BRRAB, 一星完全是來自於棺材板很難吃…。,1 年前,負面,食物,1,April Ho,https://www.google.com/maps/contrib/117327925997976573015/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=1322526713838872754
32282,度小月原始店Du Hsiao Yueh Original Restaurant,ChdDSUhNMG9nS0VJQ0FnSUMwdU5xQ2tRRRAB,很多好吃的菜因為人手不足都不做了，涼菜很難吃，,2 年前,負面,食物,1,Ariel,https://www.google.com/maps/contrib/112100346338611152493/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=10344657079432085675
49950,泰成水果店,ChZDSUhNMG9nS0VJQ0FnSUR3enZPa0hnEAE,覺得一點都不好吃 根本就是超甜的濃縮果汁的冰塊 甜度完全讓人無法去細細品味水果的香氣 真的的不要再浪費時間去排了 而且哈密瓜硬翻天 能挖的起來的又超甜 感覺是用次級品去做的,3 年前,負面,食物,1,Ashley,https://www.google.com/maps/contrib/100419906207512216637/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=8483142696291736422
13053,修安扁擔豆花 Xiu'an Douhua,ChZDSUhNMG9nS0VJQ0FnSURnbUtuZGNnEAE,檸檬珍珠豆花真的是超級難吃的,4 年前,負面,食物,1,asukasun Yang,https://www.google.com/maps/contrib/107383162431054679184/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=14370769965288900932
4544,上富小吃店,ChZDSUhNMG9nS0VJQ0FnSURnbVBYQmZREAE,排骨酥湯更是地雷，排骨酥上的粉漿都糊掉了，吃起來很噁心。,4 年前,負面,食物,1,asukasun Yang,https://www.google.com/maps/contrib/107383162431054679184/reviews?hl=zh-Hant-TW,https://maps.google.com/?cid=13284853645618306766
